traget_word	sentence_a	span_a_strat	sentence_b	span_b_strat	True_label	pre_label	predict_probs
日子	家在长春的农业经济系二年级本科生艾宁,父母希望她在家里多住些日子。	30	由于这些企业眼下的日子还不错,有些经营者缺乏高瞻远瞩的谋略,加之联合过程中不可避免的利益调整,使得企业联合的愿望不很强烈。	9	0	0	[1.0, 1.3028537719858071e-37]
活动	但是,我们也要看到,在两岸关系逐步发展,两岸人员往来频繁的同时,台湾岛内分裂和“台独”势力也在加紧活动,某些外国反华势力干涉中国内政、破坏中国统一的活动也没有停止,这是全体中国人民绝对不能容许的。	49	周总理这个非常明智的处理,为人民政协、民主党派在粉碎“四人帮”后恢复活动和开展工作奠定了基础。	34	1	0	[0.9999692440032959, 3.070301318075508e-05]
钱	16年来,“第七团小组”已经换了7批学员,王承华夫妇住的房子漏雨,学员们用自己的钱买来砖瓦、水泥修复;老两口在家寂寞,学员们用自己学到的技术、用自己的钱买零件组装了一台电视机和一台小收音机;老人病了,学员们买药、喂药,端屎端尿;买米、买面、买煤、担水更是学员们少不了的活儿。	40	是否任人唯亲、拉帮结派、搞钱权交易?	13	1	0	[0.988484799861908, 0.011515273712575436]
研究	有个市民几次到某机关去办事,总是被『你怎么又来了』、『那事还在研究』之类硬邦邦的话挡在门外,更别说让座、泡茶了。	31	所以经党支部和村委会研究,决定从4月1日起,下村干部一律由村民派饭。	10	1	0	[1.0, 1.1630312164723211e-11]
运动	围棋是高智力运动,可以训练人的综合素质。	6	世界上的事物,总是在内部矛盾的不断运动中向前发展的。	17	0	0	[1.0, 6.952733905691016e-33]
老	中老两党两国关系正常化以来,两国的睦邻友好关系得到全面发展,高层互访不断,各领域的友好合作取得了积极成果。	1	如果家长老盯着缺点,无异于在火山口加了重压,火山就没有力量喷发了。	4	0	0	[0.9999996423721313, 3.8615416997345164e-07]
包	5时30分左右,我取包时,服务员递给我一个包,包上挂的牌与我手中取包牌的号码虽相符,但包却不是我的。	10	姥姥这一“包”,小家伙是轻松了,我却觉得心里像添了点重量。	5	0	1	[2.8722790407265705e-25, 1.0]
钱	大昭寺民管会主任尼玛慈仁告诉记者,当喇嘛们从新闻中得知西藏那曲、阿里、日喀则等地区发生特大雪灾后,纷纷把自己用于购买日常生活用品的钱捐献出来。	65	此时,该女士又把矛头转向巡警:“这不是2分钱的问题,这是涉及到商业道德的问题。	21	0	1	[2.3306115508603398e-06, 0.999997615814209]
分子	两名贩毒分子欲作垂死挣扎,端起早已准备好的冲锋枪,可没等他们扣响扳机,“海豹”艇上的边防官兵先发制人,猛烈的火力压了过去,迫使他们伏在舱底不敢抬头。	4	《报告》把中国符合国际准则的一些规定和做法作为“侵犯人权”的证据,正好说明作者的真实目的是借口人权支持中国的少数反政府分子,破坏中国的稳定,并最终颠覆中国合法政府,改变中国的发展道路。	59	1	1	[2.5581132512877118e-30, 1.0]
运动	之所以有这样奇特的效果,因为这家电影院的座椅,用的是六自由度的运动平台。	31	日本在五六十年代就曾开展了消除坏书运动。	17	0	0	[1.0, 0.0]
穿	有一阵儿,姐俩冬天才有一身略整齐的棉衣裤,只好倒着穿。	25	登华岳、涉黄河、赴陕北、越秦巴、穿戈壁,笔下佳作泉涌。	16	0	0	[1.0, 0.0]
材料	《外商投资产业指导目录》中国家鼓励和支持的外商投资项目主要是以下几个领域:第一,农业新技术、农业综合开发和能源、交通、重要原材料;第二,高新技术、先进技术,能够改善产品性能、节约能源和原材料、提高经济效益,以及适应市场需求而国内生产能力不足的新设备、新材料;第三,适应国际市场需求,能够提高产品档次,开拓新市场,扩大产品外销,增加出口的项目;第四,资源综合利用以及防治环境污染的新技术和新设备;第五,能够发挥中西部地区资源优势和劳动力优势的项目。	62	会议决定,关于干部违法乱纪的材料必须经市、州各有关机关和最高纪律委员会审查后才能作出处理结论。	14	0	1	[2.0590527482021179e-19, 1.0]
日子	他悄声告诉记者,开车每月能挣4万第纳尔,比周围邻居的日子强多了。	26	这些年来他跑了许多地方,在外面生活的日子超过了在故乡的时间。	18	0	0	[1.0, 1.4283003892665849e-19]
起来	”社会主义从制度上保证全体人民根本利益的一致,使他们的劳动积极性和才能得以充分发挥,发展了生产力;而在生产力发展的基础上,人民群众日益增长的物质文化需要不断得到满足,生活逐步富裕起来,使人民群众的生产积极性得以长期保持下去,推动社会主义社会的生产力比资本主义发展得更快一些、更高一些。	89	瞧,最近各区县自考报名点又开始热闹起来,报名的都是准备参加一九九八年上半年自考的。	17	1	1	[2.8501689897098004e-08, 1.0]
分子	美国南加州大学的Adleman教授1994年11月在Science杂志上发表了一篇具有里程碑意义的论文,他设计了一个DNA计算算法,用了7天时间,在试管内做DNA分子合并分离,成功地找出7个城市的一个哈密顿圈,即每个城市访问一次的回路,显示了DNA计算在求解组合判定问题的明显优势。	81	为了打击犯罪团伙,尤其是非法分子搞的形形色色地下经济活动,政府采取了一系列有力措施并收到了一定成效。	14	0	1	[2.409617644305584e-13, 1.0]
起来	像制定债务比例和坏账、呆账比例,这做起来并不难,因为国际上有一整套现成的规定,只要根据实际情况“套用”就可以了。	18	他们把降低农村电价提高到关系农村的稳定,关系党和政府在农民群众心目中威信的高度来认识,下决心克服种种困难,把农村电价管起来,降下来。	59	0	1	[6.190828571561724e-06, 0.9999938011169434]
运动	健力宝开创了我国运动饮料从无到有、并与国际名牌一争高低的局面,健力宝人创造了一个奇迹。	8	他联系时代的特征深入思考20世纪社会主义运动的经验教训,明确指出社会主义的根本任务是发展生产力,在发展生产力的基础上体现出优于资本主义,为实现共产主义创造物质基础。	20	0	0	[1.0, 4.765395369976666e-11]
老	在开罗“工程师城”区的阿盟大街上,有一家80多年的羊肉老店“塔比伊·杜米亚特”,现在也兼营快餐。	27	这样我们又触及作家“充电”的老话题。	14	1	0	[0.9998069405555725, 0.00019304467423353344]
运动	因此,象棋在我国被称之为群众基础最广泛的“第一普及智力运动”。	27	全局不是全部,而是一种格局,是矛盾运动的走向和发展趋势。	17	0	1	[0.023086251690983772, 0.9769137501716614]
研究	其次,在搞好调查研究的基础上,费县出台了《关于改革小型农田水利建设和管理使用制度的意见》,确立了县乡抓大、村户抓小、多渠道投入的办水指导思想,明确规定:对原有集体兴建的小型水利设施,一律通过群众讨论,实行公开竞标,一次拍卖,司法公证,经营期限一般在15年—30年,并允许继承和转让。	8	特别是对于一些看好的项目还要经主管部门反复讨论,再三研究,手续繁杂,好的发展机遇往往因时间耽误而白白丧失。	26	0	1	[0.48098433017730713, 0.5190156698226929]
运动	他认为,世界排名并不能说明一切,中国选手的排名较靠前,只能说明他们的训练收到了预期的效果,运动水平、技术有了提高。	45	由于三个天体都在运动,黎明前我国各地看到自东向西按木星、金星、月亮排列相聚;而到北京时间10时,金星合木星(相距0.3度),15时月掩木星,16时月掩金星,西半球能看到。	8	0	0	[0.9990888833999634, 0.0009111501858569682]
走	当天游客较多,下午3时左右,大部分游客都走了。	20	本报讯山西潞安矿务局以市场为导向,实行原煤生产、多种经营、后勤服务三条线分离经营,走建设高产高效矿井、高度集约化生产的路子,原煤生产人员减少,效率、效益不断提高。	41	0	1	[0.32817354798316956, 0.6718264818191528]
地方	按伊斯兰的习惯,只有麦加的清真寺才能配六块尖碑,其它地方的清真寺不得超过五块。	26	为推广这一实用技术,这个所义务举办锚索新技术培训班20多期,为地方培养技术骨干逾千人。	31	0	1	[2.672201090605639e-30, 1.0]
老	9点钟,报社发行部接到的第一个电话,是住在北横东街9号楼的老订户李森林打来的,他说:“以前你们对病残的老人送报上楼,是敲门送报,今天开始投送报箱,免得他们急急忙忙开门取报,太感谢你们了。	29	成都、兰州、北京、沈阳军区等单位的一些部队联系驻守在艰苦地区的实际,教育干部战士自觉发扬“延安精神”、“老西藏精神”和“老高原精神”,以艰苦为荣,以部队为家,在改革中的利益调整面前顾大局、讲奉献。	52	1	0	[1.0, 1.689339795069551e-30]
钱	我们痛定思痛,下决心勒紧裤腰带,由财政拿钱,社会各界捐助,筹集资金,花三年时间,修起浙东高标准的海上长城,造福于民。	20	这几天,她家连买火柴的钱都没有了,烧饭要从别人家引火。	11	1	1	[9.079579942712288e-15, 1.0]
分子	多年来,埃及一直指责苏丹向反政府的埃及穆斯林武装分子提供庇护,并卷入1995年在埃塞俄比亚首都刺杀埃总统穆巴拉克的未遂事件。	24	当时,民族分裂主义势力抬头,南疆个别地方先后发生极少数民族分裂主义分子利用宗教煽动群众闹事的事件。	33	1	0	[0.9999334812164307, 6.648420094279572e-05]
突出	必须从社会和经济的长远发展需要出发,统观全局,突出重点,实行‘有所为有所不为’的方针”。	23	作者首先突出了马克思主义哲学的思想主流,即马克思、恩格斯、列宁、毛泽东、邓小平等伟大革命导师把新的哲学世界观与历史时代相结合的主导作用。	4	0	0	[0.9999978542327881, 2.1598405055556213e-06]
运动	他们不仅自发地组织了『拯救经济,再创汉江奇迹』一千万人签名运动,而且还把『压在箱底下的美元』,储蓄到银行,短短几天就储蓄了十亿美元之多。	29	他准备利用磁化技术,在磁力线交互切割运动中,使油分子活化,进入燃烧室后,易与氧分子结合、易于雾化,附壁后也易于蒸发,可以提高燃烧效率。	18	0	1	[8.495008863018683e-11, 1.0]
突出	当前一个突出的问题是,一部分农业产品销售不畅,价格下跌,农民收入增长减缓。	4	涉及人身健康安全的产品质量问题严重,其中高频手术器、食品添加剂、电热水器、信息技术设备用插头电源线等5类产品问题尤为突出,列本季度合格率最后5位。	58	1	0	[0.9930418729782104, 0.006958139128983021]
运动	201—300为四级,属中度污染,接触一定时间后,心脏病和肺病患者的症状将显著加剧,运动耐力下降,健康人群也会出现不良反应。	42	对合作化和人民公社运动,姥爷认定这正是士大夫心中梦寐以求的桃花源,人人饱暖,个个安乐,没有贫富高低,没有你争我夺,因而热情支持,并欣然出任初级社的会计。	9	0	1	[1.0891690038761226e-07, 0.9999998807907104]
包	但要使“包扶”更富有成效,就应看到,“包”只是形式,“扶”才是内容,因此“包扶”必须在“扶”字上狠下功夫。	4	“双轨制”虽然满足了一些单位、艰苦地区和行业对高等专业人才的需求,有利于调动高校办学积极性,也打破了国家包分配的传统做法。	52	0	0	[0.987224817276001, 0.012775162234902382]
研究	在已经取得竞争优势的行业,应进行研究与开发、市场开拓等多方面投资,即使本行业暂时不景气,也应进行一些基础性投资。	16	四、美国科学家绘制出X染色体的高精度图谱并制造出人造染色体,这些发明为基因专家们在X染色体上寻找致病基因和基因疗法的研究创造了便利条件。	58	1	0	[0.9947729706764221, 0.005227086134254932]
